,meal_type,name,url,image_url,alt,description
3942,dinner,Quick chicken hummus bowl,/recipes/quick-chicken-hummus-bowl,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/quick-chicken-and-hummus-bowl-3863168.jpg?quality=90&resize=93,85",Salad bowl with chicken and hummus,Make our healthy chicken and hummus salad bowl for a delicious budget lunch option. It can be thrown together in just 10 minutes and delivers three of your 5-a-day
3943,dinner,Spiced salmon & tomato traybake,/recipes/spiced-salmon-tomato-traybake,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/spiced-salmon-tomato-traybake-e6664f7.jpg?quality=90&resize=93,85",Spiced salmon & tomato traybake served in a roasting tin,Enjoy this healthy spiced salmon and tomato traybake with a mild curry flavour for a quick and easy midweek meal. Serve with naan bread and lemon wedges
3944,dinner,Chicken & chorizo rice pot,/recipes/chicken-chorizo-rice-pot,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-954452_11-fc1175f.jpg?quality=90&resize=93,85",Chicken & chorizo rice pot,"A one-pot chicken casserole for sharing, flavoured with Spanish sausage and slow-cooked with rice - an alternative paella"
3945,dinner,Slow cooker leg of lamb,/recipes/slow-cooker-leg-lamb,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/slow-cooker-lamb-e452d91.jpg?quality=90&resize=93,85",Slow cooker leg of lamb on a plate,Cook a leg of lamb in the slow cooker and be rewarded with tender meat that melts in the mouth. Enjoy with mashed potatoes and steamed veg
3946,dinner,Sweet potato & cauliflower lentil bowl,/recipes/sweet-potato-cauliflower-lentil-bowl,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/sweet-potato-bowl-6743798.jpg?quality=90&resize=93,85",Vegan sweet potato & cauliflower lentil bowl with red cabbage coleslaw,"Whip up this zingy vegan bowl in advance and keep in the fridge for quick, satisfying lunches on demand. Each bowlful boasts four of your 5-a-day"
3947,dinner,Smoked haddock gratin,/recipes/smoked-haddock-gratin-0,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-946464_10-ac9acd3.jpg?quality=90&resize=93,85",Smoked haddock gratin,A rich and creamy fish pie that's packed with hidden vegetables like spinach and tomato - a family bake
3948,dinner,Jerk chicken with rice & peas,/recipes/jerk-chicken-rice-peas,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1047528_11-62a849b.jpg?quality=90&resize=93,85",Jerk chicken on an oven tray,"The Jamaican marinade has many versions, but John Torode likes his super spicy with a dash of soy. Serve with coconut basmati rice"
3949,dinner,Slow cooker vegetable stew with cheddar dumplings,/recipes/spring-veg-stew-cheddar-dumplings,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/spring-veg-stew-with-cheddar-dumplings-2bb2085.jpg?quality=90&resize=93,85",Spring veg stew with cheddar dumplings in a casserole dish,Give classic stew a veggie twist with creamy sauce and cheesy dumplings. Make it in the slow cooker and be rewarded with a hearty meal at the end of the day
3950,dinner,Smoky steak with Cajun potatoes & spicy slaw,/recipes/smoky-steak-cajun-potatoes-spicy-slaw,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/smoky-steak-with-cajun-potatoes-spicy-slaw-0da6a16.jpg?quality=90&resize=93,85",Smoky steak with Cajun potatoes & spicy slaw served on a plate,Steak and Cajun potatoes make a tasty meal for two – perfect for special occasions like Valentine's
3951,dinner,Salt and pepper chicken,/recipes/salt-pepper-chicken,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/salt-pepper-chicken-5101b7d.jpg?quality=90&resize=93,85",Salt and pepper chicken on plate with chopsticks,"Make this easy, spicy salt and pepper chicken dish at home instead of ordering a takeaway. It's cooked with Asian greens in honey and soy, with a hint of Chinese five-spice"
3952,dinner,Creamy pesto & kale pasta,/recipes/creamy-pesto-kale-pasta,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/creamy-pesto-kale-pasta-d582e18.jpg?quality=90&resize=93,85",Creamy pesto & kale pasta served in a bowl,Enjoy our creamy pesto and kale pasta as a tasty and nutritious supper. Make it with just a handful of ingredients and storecupboard staples
3953,dinner,"Leek, cheese & potato pie",/recipes/cheesy-leek-potato-pie,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/cheese-and-leek-pie-5d2eaec.jpg?quality=90&resize=93,85",Cheesy leek & potato pie served in a pie dish,"Celebrate leeks with our cheesy leek and potato pie, topped with a lovely crumbly pastry lid. Serve with a watercress salad for a satisfying supper"
3954,dinner,Harissa-crumbed fish with lentils & peppers,/recipes/harissa-crumbed-fish-lentils-peppers,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/harissa-crumbed-fish-with-lentils-peppers-31f9624.jpg?quality=90&resize=93,85","Harissa-crumbed fish with lentils, olives & peppers served on a plate","This smoky cod dish makes a great midweek meal – it's quick, low calorie and made in just one pan, which saves on washing up "
3955,dinner,Sausage & mushroom ragu,/recipes/sausage-mushroom-ragu,"https://images.immediate.co.uk/production/volatile/sites/30/2021/08/Sausage-and-mushroom-ragu-203c7d4.jpg?quality=90&resize=93,85",Sausage & mushroom ragu in a casserole dish,"Do something different with sausages and transform them into this veg-packed ragu. Great for a family dinner, serve with couscous, mash or pasta"
3956,dinner,Jerk sweet potato & black bean curry,/recipes/jerk-sweet-potato-black-bean-curry,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1173503_12-677f8cf.jpg?quality=90&resize=93,85",Jerk sweet potato & black bean curry,"Serve your vegetable curry Caribbean style, flavoured with thyme, jerk seasoning and red peppers – great with rice and peas"
3957,dinner,Vegetarian bolognese,/recipes/vegetarian-bolognese,"https://images.immediate.co.uk/production/volatile/sites/30/2018/12/Veggie-bolognese-8ecf29a.jpg?quality=90&resize=93,85",Vegetarian bolognese served on a plate,Make the most of vegetarian mince for this easy veggie bolognese that's low in fat and calories. Cook a large batch ahead and freeze for easy family dinners
3958,dinner,Italian vegetable soup,/recipes/italian-vegetable-soup,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1168468_11-4bb5726.jpg?quality=90&resize=93,85",Italian vegetable soup,"Warm up your week with this nourishing healthy vegetable soup that's packed with veggies and pasta, and easy to freeze ahead"
3959,dinner,Chunky oven chips,/recipes/chunky-oven-chips,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-373505_11-0d2c41f.jpg?quality=90&resize=93,85",Chunky oven chips,Gordon Ramsay makes healthy and tasty chunky chips - without deep-frying
3960,dinner,Thai fried prawn & pineapple rice,/recipes/thai-fried-prawn-pineapple-rice,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/thai-aea8468.jpg?quality=90&resize=93,85",Thai fried prawn & pineapple rice,"This quick, low calorie supper is perfect for a busy weeknight. Cook your rice in advance to get ahead - run it under cold water to chill quickly, then freeze in a food bag for up to one month"
3961,dinner,Khatti dhal,/recipes/khatti-dhal,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/khatti-dhal-eee2059.jpg?quality=90&resize=93,85",A bowl filled with khatti dhal with a spoon on the side,"Serve this tasty, healthy dhal as a vegetarian main meal or side dish. Adding tamarind to the lentils delivers fabulous sweet and sour flavour"
3962,dinner,Homity pie,/recipes/homity-pie,"https://images.immediate.co.uk/production/volatile/sites/30/2021/03/Homity-pie-7932414.jpg?quality=90&resize=93,85",Homity pie with the first slice cut out,"Make a veggie showstopper in this homity pie – a creamy potato, onion and cheese pie, with the addition of leeks. Make it your own with more veg, if you like"
3963,dinner,Fragrant lamb kofta curry,/recipes/fragrant-lamb-kofta-curry,"https://images.immediate.co.uk/production/volatile/sites/30/2022/08/Fragrant-lamb-kofta-curry-0821ac7.jpg?quality=90&resize=93,85","Fragrant lamb kofta curry in a wok, garnished with coriander",Rustle up our one-pan lamb meatball curry which uses our own specially created spice blend. It's ideal for a Friday night treat to share with the family
3964,dinner,Chickpea & coriander burgers,/recipes/chickpea-coriander-burgers,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-654456_10-5dfdcd6.jpg?quality=90&resize=93,85",Chickpea & coriander burgers,"High in fibre, low in fat and counting as 2 of your 5-a-day, this tasty veggie burger delivers on every level"
3965,dinner,Oven-baked leek & bacon risotto,/recipes/oven-baked-leek-bacon-risotto,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-551456_11-c60b42e.jpg?quality=90&resize=93,85",Oven-baked leek & bacon risotto,A one-pot risotto you don't need to stand over for half an hour? Got to be a midweek winner
3966,dinner,Beer-battered fish tacos,/recipes/beer-battered-fish-tacos,"https://images.immediate.co.uk/production/volatile/sites/30/2020/12/Beer-battered-fish_tacos-cb8cf13.jpg?quality=90&resize=93,85",Two beer-battered fish tacos on a plate,"Pile chunks of battered cod, herby tartare and pink pickled onions into tortilla wraps to make these moreish tacos. They serve four, but won't last long!"
3967,dinner,Carbonara with chicken,/recipes/carbonara-chicken,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/carbonara-with-chicken-7666d11.jpg?quality=90&resize=93,85",Carbonara with chicken and pancetta on a plate with fork,Serve this pasta crowd-pleaser with a fresh green salad for a hearty dinner. Our indulgent chicken carbonara uses eggs and butter to create a rich sauce
3968,dinner,Indian koftas with mint yogurt & flatbreads,/recipes/indian-koftas-mint-yogurt-flatbreads,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/indian-koftas-with-mint-yogurt-flatbreads-147123f.jpg?quality=90&resize=93,85",Indian koftas with mint yogurt & flatbreads,Double up this recipe for sharing with family and friends - it has plenty of tasty components you can mix and match
3969,dinner,Spanish rice & prawn one-pot,/recipes/spanish-rice-prawn-one-pot,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-513592_11-ee6a645.jpg?quality=90&resize=93,85",Spanish rice & prawn one-pot with peppers and chorizo,"This quick and healthy one-pot, similar to paella, is filled with Mediterranean holiday flavours. Enjoy for a wholesome dinner any night of the week"
3970,dinner,Hob-to-table moussaka,/recipes/hob-table-moussaka,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-513543_11-f28efa6.jpg?quality=90&resize=93,85",Hob-to-table moussaka,"Try this rich, hearty and quick variation on the classic family favourite"
3971,dinner,Crunchy garlic chicken,/recipes/crunchy-garlic-chicken,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/crunchy-garlic-chicken-60b790a.jpg?quality=90&resize=93,85",A blue plate serving crunchy garlic chicken,"Think chicken breasts are a bit boring? Try this garlic chicken that has the crunch and flavour of chicken kiev, but with a fraction of the prep"
3972,dinner,Pineapple fried rice,/recipes/pineapple-fried-rice,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pineapple-fried-rice-25ff2b3.jpg?quality=90&resize=93,85",Pineapple fried rice served in a large dish,Add chunks of fresh pineapple to vegetarian fried rice to transform it into something special. Serve on its own for a family dinner or as part of a banquet
3973,dinner,Lighter chicken cacciatore,/recipes/lighter-chicken-cacciatore,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/lighter-chicken-cacciatore-c94e376.jpg?quality=90&resize=93,85",Healthy chicken cacciatore in a casserole dish,"The classic Italian 'hunter's stew' gets a healthy makeover, with low-fat chicken breasts, prosciutto and a rich herby tomato sauce"
3974,dinner,Thai green pork lettuce cups,/recipes/thai-green-pork-lettuce-cups,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/thai-green-pork-lettuce-cups-f3165ca.jpg?quality=90&resize=93,85",Thai green pork lettuce cups,"A healthy, quick and simple midweek meal with fragrant Thai flavours, pork and fresh herbs"
3975,dinner,Turkey meatballs with citrus couscous,/recipes/moroccan-turkey-meatballs-citrus-couscous,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-684452_11-ee266b8.jpg?quality=90&resize=93,85",Moroccan turkey meatballs with citrus couscous,"Light and packed with protein, these meatballs make for a satisfying and super-healthy supper"
3976,dinner,No-bake chocolate tart,/recipes/no-cook-chocolate-tart,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-21900_11-bd59661.jpg?quality=90&resize=93,85",No-cook chocolate tart,You can make this indulgent chocolate tart up to two days ahead. Any leftovers will make a welcome treat with a cup of coffee the next day
3977,dinner,Lamb keema shepherd's pie,/recipes/lamb-keema-shepherds-pie,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/lamb-keema-shepherds-pie-f40c0b3.jpg?quality=90&resize=93,85",Lamb keema shepherd's pie on plate with fork,"Give this classic dish a makeover with a touch of spice. We've kept it mild, but you can boost the heat with added curry powder or fresh chilli, if you like"
3978,dinner,Roast garlic & butternut squash risotto. This is a premium piece of content available to registered users.,/premium/roast-garlic-butternut-squash-risotto,"https://images.immediate.co.uk/production/volatile/sites/30/2022/03/Risotto-ae9cf8c.jpg?quality=90&resize=93,85",One serving of roast garlic & butternut squash risotto against a blue napkin,"Roasting butternut squash with garlic, rosemary and warming spices adds such depth to this hearty risotto. Perfect dinner party food, with salad on the side"
3979,dinner,Puttanesca baked gnocchi,/recipes/puttanesca-baked-gnocchi,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/puttanesca-baked-gnocchi-0707825.jpg?quality=90&resize=93,85",Puttanesca baked gnocchi served in a casserole dish,"Serve this budget-friendly baked gnocchi with tomatoes, mozzarella, capers and olives for a delicious midweek family meal when you're short on time"
3980,dinner,One-pot paneer curry pie,/recipes/one-pot-paneer-curry-pie,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/one-pot-paneer-curry-pie-c1bcd2f.jpg?quality=90&resize=93,85",One-pot paneer curry pie served in a pie dish,What's more comforting than a curry in pie form? This one-pot paneer pie is filled with a makhani-style filling and topped with a crisp puff pastry lid 
3981,dinner,Chunky sausage & tomato pasta,/recipes/chunky-sausage-tomato-pasta,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-338950_11-30acd87.jpg?quality=90&resize=93,85",Chunky sausage & tomato pasta,Jazz up sausages with this spicy tomato pasta
3982,dinner,Coconut cashew & butternut squash curry,/recipes/coconut-cashew-butternut-squash-curry,"https://images.immediate.co.uk/production/volatile/sites/30/2020/10/Cashew-Butternut-Squash-Curry-3fd87d1.jpg?quality=90&resize=93,85",Cashew butternut squash curry served in a casserole dish,Batch cook this vegan squash and cashew nut curry and freeze for busy days when you need something quick and nutritious. It's perfect for a family meal
3983,dinner,Roast chicken risotto with chicken crackling,/recipes/roast-chicken-risotto-with-chicken-crackling,"https://images.immediate.co.uk/production/volatile/sites/30/2020/10/Roast-chicken-risotto-45c0734.jpg?quality=90&resize=93,85",Roast chicken risotto with chicken crackling served on a plate,Elevate a standard risotto to something out-of-this-world with a few tweaks. It’s great for using up leftover roast chicken. Finish with drops of truffle oil
3984,dinner,Chicken & mushroom hot-pot,/recipes/chicken-mushroom-hot-pot,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/chicken-mushroom-hot-pot-07d16a5.jpg?quality=90&resize=93,85",Chicken & mushroom hot-pot,Get the kids in the kitchen to help use up leftover cooked chicken in this hearty pie topped with slices of potato
3985,dinner,Goat's cheese & thyme stuffed chicken,/recipes/goats-cheese-thyme-stuffed-chicken,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1259708_7-eda6d4a.jpg?quality=90&resize=93,85",Goat's cheese & thyme stuffed chicken,"The chicken, goat’s cheese and bacon combo is totally delicious, and the veg adds a welcome sweetness. Serve with a few steamed Jersey Royals"
3986,dinner,"Pork, apple and cider casserole",/recipes/normandy-pork-apples-cider,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/normandy-pork-with-apples-and-cider-a932ddf.jpg?quality=90&resize=93,85","A bowl of pork casserole, with mash and green vegetables","True comfort food for chilly winter evenings, this slow-cooker Normandy-style recipe combines meltingly tender pork, smoked bacon and cider"
3987,dinner,Prawn fried rice,/recipes/prawn-fried-rice,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/prawn-fried-rice-a36cef9.jpg?quality=90&resize=93,85",Prawn fried rice served in a frying pan,"Make this easy Asian-inspired dish in just 30 minutes. It's healthy and low in calories but big on flavour, making it perfect for a speedy family supper"
3988,dinner,Spicy Cajun chicken quinoa,/recipes/spicy-cajun-chicken-quinoa,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-589462_11-7e45ab1.jpg?quality=90&resize=93,85",Spicy Cajun chicken quinoa,Protein-packed quinoa makes this midweek meal a superhealthy option
3989,dinner,Slow-cooker bolognese,/recipes/slow-cooker-spaghetti-bolognese,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/bowl_of_spaghetti_bolognese_with_parmesan-2a70011.jpg?quality=90&resize=93,85",Bowl of slow-cooker spaghetti bolognese with parmesan cheese and fork,Batch cook a delicious and healthy spaghetti bolognese in your slow cooker. Freeze the leftovers for easy midweek dinners when you're more pushed for time
3990,dinner,Chicken & red wine casserole with herby dumplings,/recipes/chicken-red-wine-casserole-herby-dumplings,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1073467_11-5c9e5a7.jpg?quality=90&resize=93,85",Chicken & red wine casserole with herby dumplings,A rich and warming red wine chicken casserole - ideal for when it's cold and dark outside.
3991,dinner,Chorizo & chilli pepper pasta,/recipes/chorizo-chilli-pepper-pasta,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/chorizo-and-chilli-pasta-0c27224.jpg?quality=90&resize=93,85",Chorizo & chilli pepper pasta,"Pickled chilli peppers, spicy chorizo and sweet cherry tomatoes make up this simple and quick pasta dish. Ideal for an easy midweek meal for two"
3992,dinner,Singapore noodles with prawns,/recipes/singapore-noodles-prawns,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/singapore-noodles-09dd968.jpg?quality=90&resize=93,85",Singapore noodles with prawns,"This low-fat, low-calorie version of your favourite stir-fried takeaway will be ready in 20 minutes and is packed with prawns and plenty of flavour"
3993,dinner,Next level beef stroganoff,/recipes/next-level-beef-stroganoff,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/stroganoff-d1ef7f9.jpg?quality=90&resize=93,85",Next-level beef stroganoff served in a pan,Learn the secret to tender beef in our next-level beef stroganoff. We’ve given the flavour a boost with porcini powder to give the dish the wow factor
3994,dinner,Jerk cod & creamed corn,/recipes/jerk-cod-creamed-corn,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/jerk-cod-creamed-corn-cb01e18.jpg?quality=90&resize=93,85",Jerk cod & creamed corn served on a plate,"Spice up cod with jerk seasoning, then pair with creamed corn and charred spring onions for a tasty, low calorie option during the week. Serve with lime wedges"
3995,dinner,The ultimate beef burger,/recipes/the-big-double-cheeseburger-secret-sauce,"https://images.immediate.co.uk/production/volatile/sites/30/2020/12/Big-double-cheeseburger-f437c9c.jpg?quality=90&resize=93,85",The big double cheeseburger & secret sauce served with fries,"Forget the takeaway and make these double decker homemade cheeseburgers. With gherkins, crisp lettuce and a secret sauce, they take some beating"
3996,dinner,Creamy sausage & harissa pasta. This is a premium piece of content available to registered users.,/premium/creamy-sausage-harissa-pasta,"https://images.immediate.co.uk/production/volatile/sites/30/2022/03/Creamy_Sausage_Pasta-c20d5c3.jpg?quality=90&resize=93,85",Sausage pasta in a white bowl with cherry tomatoes and herbs,"Give our new favourite sausage pasta dish a go tonight – it’s so quick and simple to make. This recipe serves one, but it's easily multiplied to feed more"
3997,dinner,One-pan piri piri chicken dinner,/recipes/one-pan-piri-piri-chicken-dinner,"https://images.immediate.co.uk/production/volatile/sites/30/2022/03/One-pan-piri-piri-chicken-dinner-1489950.jpg?quality=90&resize=93,85",One-pan piri piri chicken dinner in a casserole dish,"Try this one-pan piri piri chicken for a family dinner and adjust the chilli levels to suit your family's tolerance. You can use a whole chicken instead, if you like"
3998,dinner,Stir-fried chicken with broccoli & brown rice,/recipes/stir-fried-chicken-broccoli-brown-rice,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/stirfrychicken_5795-31c3a18.jpg?quality=90&resize=93,85",Stir-fried chicken with broccoli & brown rice on a white plate,"Combine lean chicken with super-healthy broccoli, ginger and garlic for a quick and cheap, weeknight dinner"
3999,dinner,"Butternut squash, sausage, spinach & mushroom pasta bake",/recipes/butternut-squash-sausage-spinach-mushroom-pasta-bake,"https://images.immediate.co.uk/production/volatile/sites/30/2020/07/butternut-squash-and-sausage-pasta-a13a839-scaled.jpg?quality=90&resize=93,85",Butternut squash pasta on plate and in dish,"Combine the sweet earthy flavour of butternut squash with sausage, spinach, mushrooms and sage in this hearty pasta bake. It takes a little effort but it's well worth it"
4000,dinner,Pork belly slices,/recipes/pork-belly-slices,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pork-belly-slices-14bc50f.jpg?quality=90&resize=93,85",Pork belly slices served in a bun with coleslaw,"Nothing tastes better than tender pork belly with sticky barbecue sauce. Grill it for a perfect finish, then pile into buns and serve with coleslaw and fries"
4001,dinner,"Creamy chicken, bean & leek traybake",/recipes/creamy-chicken-bean-leek-traybake,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/creamy-chicken-bean-leek-traybake-25d074b.jpg?quality=90&resize=93,85","A creamy chicken, bean & leek traybake","Throw together chicken thighs, cannellini beans and crème fraîche with a few other ingredients for this easy traybake. You can easily double it up and freeze the leftovers"
4002,dinner,Pesto salmon pasta bake,/recipes/pesto-salmon-pasta-bake,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pesto-salmon-pasta-bake-1d8b2f2.jpg?quality=90&resize=93,85",Pesto salmon pasta bake served in a casserole dish,"Do something different with salmon and make this easy seafood pasta bake with added veg. Tasty and filling, it's ideal for feeding the family"
4003,dinner,Pizza with homemade sauce,/recipes/pizza-homemade-sauce,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pizza-with-homemade-sauce-b7beea0.jpg?quality=90&resize=93,85","Vegetarian pizza with homemade tomato sauce, mozzarella and basil, cut into slices",Make pizza for the family with a homemade base and tomato sauce. The veggie recipe is perfect to get kids involved in cooking. Top with mozzarella and fresh basil
4004,dinner,Prawn jambalaya,/recipes/prawn-jambalaya,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/prawn-jambalaya-ffe597b.jpg?quality=90&resize=93,85",Prawn jambalaya,"This nourishing jambalaya is a winning recipe. It's low-fat, low-calorie, and provides 4 of your 5-a-day - plus it's all made in one pan so less washing up!"
4005,dinner,Healthy tikka masala,/recipes/healthy-tikka-masala,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/healthy-tikka-masala-bc7288a.jpg?quality=90&resize=93,85",Healthy tikka masala served in a large bowl,"Enjoy the spicy, rich flavours of tikka masala with this family-friendly lighter version that's both healthy and gluten-free. It's a guaranteed crowd-pleaser"
4006,dinner,Easy one-pot chicken casserole,/recipes/easy-one-pot-chicken-casserole,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-908543_10-605f462.jpg?quality=90&resize=93,85",Easy one-pot chicken casserole in a wide bowl with cutlery,A light and quick spring chicken and vegetable stew that can be whipped up in less than an hour
4007,dinner,Tuna pasta bake,/recipes/tuna-pasta-bake,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-51616_12-796faab.jpg?quality=90&resize=93,85",Tuna pasta bake in an oval baking dish with portion out,"Whip up this cheap treat using storecupboard ingredients, tinned tuna and sweetcorn"
4008,dinner,Salade niçoise,/recipes/salade-nicoise,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/salade-nicoise-565173e.jpg?quality=90&resize=93,85",Salade niçoise in a large bowl,"Make salade niçoise your go-to salad for summer. With crunchy lettuce, ripe tomatoes, potatoes, tuna and soft-boiled eggs, it's full of flavour and texture"
4009,dinner,"Ginger, sesame and chilli prawn & broccoli stir-fry",/recipes/ginger-sesame-chilli-prawn-broccoli-stir-fry,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/ginger-sesame-and-chilli-stir-fry-3614de7.jpg?quality=90&resize=93,85","Ginger, sesame & chilli prawn & broccoli stir-fry in a bowl","Make our budget-friendly stir-fry with ginger, sesame and chilli prawns for a super-simple midweek meal. This speedy, low-fat supper makes a great dinner for two"
4010,dinner,Chicken alfredo,/recipes/chicken-alfredo,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/chicken-alfredo-76fc36f.jpg?quality=90&resize=93,85",Pasta with chicken in bowl and cutlery,"Our easy chicken alfredo pasta recipe is rich, creamy and the perfect antidote to hunger pangs. You're just two steps away from cheesy pasta perfection."
4011,dinner,"Creamy ham, leek & mushroom spaghetti",/recipes/creamy-ham-leek-mushroom-spaghetti,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-327851_12-fe9f808.jpg?quality=90&resize=93,85","Creamy ham, leek & mushroom spaghetti",This healthier pasta recipe uses low-fat soft cheese to create a creamy sauce to coat the spaghetti
4012,dinner,Easy chocolate brownie cake,/recipes/chocolate-brownie-cake,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-50773_12-39c611e.jpg?quality=90&resize=93,85",Chocolate brownie cake with slice taken out,"The perfect cake for brownie lovers, try a big slice warm with some ice cream"
4013,dinner,Ultimate fish cakes,/recipes/ultimate-fish-cakes,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-559507_11-beea63a.jpg?quality=90&resize=93,85",Fish cake on a plate with watercress & lemon garnish,"Try Angela Nilsen's best ever fishcakes. She went in search of perfection and the results are flakey, golden, and filled with delicious fish. Serve with green salad and a good squeeze of lemon"
4014,dinner,"Steak, ale & mushroom pie",/recipes/proper-beef-ale-mushroom-pie,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-194484_12-d5cdc2d.jpg?quality=90&resize=93,85","Steak, ale & mushroom pie in a round pie dish with slice out on a plate",Spend a weekend afternoon making this classic beef and ale pie with porcini mushrooms and homemade pastry. It's even better made a couple of days in advance.
4015,dinner,"Fragrant carrot, coconut & lentil soup. This is a premium piece of content available to registered users.",/premium/fragrant-carrot-coconut-lentil-soup,"https://images.immediate.co.uk/production/volatile/sites/30/2022/01/211217_FRAGRANT_CARROT_COCONUT_AND_LENTIL_SOUP_0047_2.8-ab4a3d7.jpg?quality=90&resize=93,85",Carrot & lentil soup served in bowls,We've given a classic vegetarian soup a fragrant twist with a subtle hint of spice. Swap the yogurt for a dairy-free alternative to make this vegan.
4016,dinner,Spanish chicken traybake with chorizo & peppers,/recipes/spanish-chicken-traybake-chorizo-peppers,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/take-it-to-10-chicken-1ac1799.jpg?quality=90&resize=93,85",Spanish chicken traybake with chorizo & peppers,"Add this easy dinner recipe to your repertoire - simply pop herby chicken thighs into a roasting tin with colourful veg and spicy sausage. To make this keto-friendly, serve with keto bread."
4017,dinner,Beetroot & red onion tarte tatin,/recipes/beetroot-red-onion-tarte-tatin,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/beetroot-star-anise-red-onion-tart-tatin-6617a3f.jpg?quality=90&resize=93,85",A plate serving beetroot & red onion tarte tatin,Try this vegan tart for a show-stopping centrepiece. The bold red of beetroot against the vibrant green salad also makes it ideal for a meat-free celebration.
4018,dinner,Duck ragu with pappardelle & swede,/recipes/duck-ragu-pappardelle-swede,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/duck-ragu-with-pappardelle-swede-cc2fad5.jpg?quality=90&resize=93,85",Duck ragu with pappardelle & swede served in a bowl,"Substituting half your pasta for swede ribbons and the breast of the duck rather than the leg makes this a leaner, but equally delicious, ragu"
